user_id,support_tickets_90d,ticket_avg_resolution_hrs_90d
5393-HJZSM,0,8.1
7074-IEVOJ,1,6.8
9625-QSTYE,0,11.8
0862-PRCBS,0,7.4
8812-ZRHFP,0,8.8
5146-CBVOE,1,15.3
0454-OKRCT,0,11.2
5787-KXGIY,0,10.9
4750-ZRXIU,0,9.4
4198-VFOEA,0,10.1
6630-UJZMY,0,10.3
5709-LVOEQ,1,13.5
6400-BWQKW,0,6.8
2692-AQCPF,1,5.6
0347-UBKUZ,0,13.0
0835-DUUIQ,1,12.9
0811-GSDTP,1,7.2
7567-ECMCM,1,13.2
6115-ZTBFQ,0,5.0
6353-BRMMA,0,9.1
6680-WKXRZ,0,16.3
6231-WFGFH,1,9.5
9904-EHEVJ,1,13.3
7028-DVOIQ,0,6.3
6169-PPETC,1,1.0
4208-UFFGW,0,12.1
8584-KMVXD,0,3.0
8467-WYNSR,0,10.7
0851-DFJKB,0,8.9
5382-SOYZL,0,8.8
9448-REEVD,0,7.1
3261-CQXOL,0,5.0
8388-FYNPZ,0,7.6
4002-BQWPQ,1,7.8
5651-YLPRD,0,1.3
2826-DXLQO,0,13.1
4378-BZYFP,0,17.4
9489-UTFKA,1,1.0
4849-PYRLQ,1,8.7
9117-SHLZX,0,8.1
9889-TMAHG,1,7.5
4541-RMRLG,0,6.4
7764-BDPEE,0,5.4
3429-IFLEM,2,12.2
3158-MOERK,0,9.2
7294-TMAOP,0,9.9
5002-GCQFH,0,13.8
0556-FJEGU,1,12.7
8919-FYFQZ,1,5.1
0604-THJFP,0,8.6
2834-JRTUA,0,10.4
5875-YPQFJ,1,10.7
5879-SESNB,0,16.0
6646-QVXLR,0,7.9
6461-PPAXN,1,10.0
3318-ISQFQ,0,9.9
1106-HRLKZ,0,11.1
2483-XSSMZ,0,7.4
8603-IJWDN,0,9.6
8165-ZJRNM,0,13.4
9369-XFEHK,1,9.1
2604-XVDAM,0,7.4
3717-OFRTN,0,11.8
9046-JBFWA,1,9.1
3280-NMUVX,0,1.0
1206-EHBDD,1,11.2
8361-LBRDI,0,8.1
4883-KCPZJ,0,9.8
9108-EQPNQ,1,11.5
7277-KAMWT,0,8.9
3842-IYKUE,0,3.6
6641-XRPSU,0,7.9
1374-DMZUI,0,9.3
2545-LXYVJ,0,7.3
3234-VKACU,1,6.1
8357-EQXFO,0,14.7
1989-PRJHP,0,5.1
8120-JDCAM,0,11.5
8917-FAEMR,0,14.6
7047-YXDMZ,0,12.0
2858-EIMXH,1,8.8
9524-EGPJC,1,12.9
6993-OHLXR,0,9.9
8818-XYFCQ,0,7.6
6419-ZTTLE,0,8.8
0929-HYQEW,0,15.3
6614-YOLAC,0,11.9
7426-RHZGU,0,12.3
4065-JJAVA,0,4.8
4695-VADHF,0,1.9
3863-IUBJR,0,11.2
7649-SIJJF,2,14.0
9361-YNQWJ,0,7.5
3748-FVMZZ,0,10.8
9391-TTOYH,0,15.0
1452-XRSJV,0,12.7
3422-WJOYD,1,5.7
8242-SOQUO,0,5.4
7460-ITWWP,0,8.6
7147-AYBAA,1,10.3
7868-TMWMZ,1,11.7
4822-RVYBB,0,12.4
6732-FZUGP,1,8.4
8436-BJUMM,0,8.4
4184-TJFAN,0,6.4
8329-GWVPJ,0,5.5
1352-VHKAJ,0,12.1
4145-UQXUQ,0,13.0
2632-TACXW,0,4.7
8146-QQKZH,0,9.0
1767-CJKBA,0,12.5
6445-TNRXS,0,7.4
4581-LNWUM,0,6.1
4869-EPIUS,0,11.2
9948-YPTDG,0,12.0
1236-WFCDV,0,10.1
1915-OAKWD,0,12.5
7296-PIXQY,0,10.0
4883-QICIH,1,8.8
3354-OADJP,0,1.1
3524-WQDSG,0,15.1
0810-DHDBD,0,7.5
4026-SKKHW,0,11.1
2829-HYVZP,1,9.5
8329-IBCTI,0,6.7
1271-SJBGZ,0,6.9
3845-JHAMY,0,5.8
7013-PSXHK,0,14.8
5669-SRAIP,0,14.3
5981-ITEMU,0,12.8
3486-NPGST,0,12.3
6941-PMGEP,0,11.8
1624-WOIWJ,1,10.1
2074-GKOWZ,0,10.8
0376-YMCJC,0,11.5
6100-FJZDG,1,19.4
4829-ZLJTK,1,16.0
1730-VFMWO,0,8.1
7143-BQIBA,0,8.9
3800-LYTRK,0,17.6
0634-SZPQA,0,8.3
9646-NMHXE,0,5.7
7030-NJVDP,1,15.1
5536-RTPWK,1,8.1
8883-GRDWQ,0,10.8
6166-ILMNY,1,9.9
3097-NNSPB,0,15.2
7771-ZONAT,0,1.2
0655-RBDUG,0,4.0
2111-DWYHN,0,12.0
4194-WHFCB,1,10.2
4121-AGSIN,0,12.7
4361-BKAXE,0,6.8
9845-PEEKO,0,4.6
0455-XFASS,0,11.5
0301-KOBTQ,0,2.4
1751-NCDLI,1,13.4
4367-NUYAO,1,7.2
9878-TNQGW,1,6.4
9170-ARBTB,0,10.0
4441-NIHPT,0,11.3
8999-BOHSE,0,10.0
7241-AJHFS,0,10.2
7029-RPUAV,1,8.3
4546-FOKWR,0,1.4
9036-CSKBW,0,10.4
5832-TRLPB,0,9.5
8590-YFFQO,0,8.1
8659-IOOPU,1,10.4
1338-CECEE,0,12.0
7439-DKZTW,1,19.8
4646-QZXTF,0,16.7
4607-CHPCA,0,6.2
9742-XOKTS,3,4.2
6921-OZMFH,0,11.5
9578-FOMUK,0,16.0
4712-UYOOI,1,13.4
8824-RWFXJ,0,11.5
7722-CVFXN,0,6.0
8717-VCTXJ,0,16.9
7363-QTBIW,0,5.2
4159-NAAIX,1,5.6
0971-QIFJK,0,7.7
9397-TZSHA,0,10.4
3391-JSQEW,0,4.7
0343-QLUZP,2,10.1
9763-PDTKK,1,3.2
2176-LVPNX,1,12.6
7627-JKIAZ,0,6.3
3312-UUMZW,2,8.5
1271-UODNO,0,3.1
8461-EFQYM,0,5.5
6900-RBKER,0,14.2
6891-JPYFF,0,9.0
1459-QNFQT,0,7.0
1047-NNCBF,0,6.6
3696-XRIEN,0,5.8
4081-DYXAV,1,15.6
0074-HDKDG,1,9.4
8791-GFXLZ,0,5.4
8111-SLLHI,0,8.6
0927-LCSMG,1,6.0
9330-DHBFL,0,5.5
0098-BOWSO,1,15.7
3452-ABWRL,1,9.3
5859-HZYLF,1,5.7
8257-RZAHR,0,13.0
5293-WXJAK,1,11.6
3156-QLHBO,0,8.7
2208-NQBCT,0,7.6
1779-PWPMG,1,15.9
6621-NRZAK,0,9.5
0831-JNISG,0,13.9
0774-IFUVM,0,13.8
3082-WQRVY,1,3.7
9553-DLCLU,1,15.2
1641-BYBTK,0,11.9
2460-NGXBJ,0,5.8
2446-ZKVAF,0,3.8
0841-NULXI,1,7.0
3522-CDKHF,0,3.6
1430-SFQSA,0,1.0
0411-EZJZE,0,6.0
7851-WZEKY,1,18.7
8844-TONUD,0,14.6
8807-ARQET,1,5.9
8992-CEUEN,1,13.2
4320-QMLLA,1,13.4
8777-PVYGU,0,10.2
8292-ITGYJ,1,12.6
6870-ZWMNX,1,7.7
0621-CXBKL,0,8.1
5268-DSMNQ,1,12.5
5334-JLAXU,0,9.7
4086-YQSNZ,0,8.0
6242-MBHPK,0,5.7
5868-CZJDR,0,12.1
9359-UGBTK,0,10.6
0135-NMXAP,0,12.5
4782-OSFXZ,0,9.0
6479-OAUSD,1,16.4
7129-ACFOG,0,11.7
4189-NAKJS,0,11.5
5562-BETPV,0,8.3
1282-IHQAC,0,9.0
9127-FHJBZ,1,8.6
6270-OMFIW,1,9.7
1641-RQDAY,1,4.4
0107-WESLM,0,5.4
6994-ORCWG,0,9.4
1346-UFHAX,1,12.5
3992-YWPKO,0,10.5
2933-XEUJM,0,5.4
0125-LZQXK,2,10.5
5461-QKNTN,1,10.5
4835-YSJMR,1,9.3
8399-YNDCH,1,12.1
3164-YAXFY,0,12.2
0887-WBJVH,1,15.0
4660-IRIBM,1,12.4
5673-FSSMF,2,8.7
7670-ZBPOQ,1,6.2
8089-UZWLX,0,14.1
0080-OROZO,1,10.7
3916-NRPAP,0,14.1
6807-SIWJI,0,18.6
8221-HVAYI,0,9.9
1579-KLYDT,0,12.1
5232-NXPAY,0,11.6
8967-SZQAS,0,6.7
4468-KAZHE,0,8.8
0455-ENTCR,1,7.5
8944-AILEF,0,16.6
5542-NKVRU,0,13.3
7126-RBHSD,1,14.7
5370-IIVVL,0,14.8
6789-HJBWG,1,8.3
3927-NLNRY,0,10.2
9087-EYCPR,2,16.3
6791-YBNAK,0,11.7
6358-LYNGM,0,9.7
6077-BDPXA,0,1.0
0013-MHZWF,0,11.5
5494-HECPR,0,9.2
8268-YDIXR,0,8.8
9824-BEMCV,0,11.6
1373-ORVIZ,0,8.5
4291-SHSBH,0,11.1
6980-IMXXE,0,14.3
9866-QEVEE,0,7.5
9897-KXHCM,0,10.0
0040-HALCW,1,8.1
0784-GTUUK,1,6.6
7979-CORPM,0,12.2
2294-DMMUS,1,10.0
0872-JCPIB,0,18.5
3055-MJDSB,1,11.7
9091-WTUUY,1,12.2
1618-CFHME,2,8.1
3165-HDOEW,0,10.8
6581-NQCBA,1,16.3
7115-IRDHS,1,13.3
8496-DMZUK,0,7.0
2040-VZIKE,0,9.1
9068-VPWQQ,0,11.5
0178-SZBHO,0,16.7
0384-RVBPI,0,11.0
1689-MRZQR,1,10.4
1299-AURJA,0,8.8
4525-VZCZG,0,10.6
1543-LLLFT,0,14.9
5835-BEQEU,0,13.4
2788-CJQAQ,0,9.4
5565-FILXA,0,1.5
0319-QZTCO,0,15.5
2120-SMPEX,0,7.4
0096-FCPUF,0,5.2
0668-OGMHD,1,13.6
5552-ZNFSJ,0,14.2
2223-KAGMX,0,11.8
6507-ZJSUR,1,5.6
9408-HRXRK,0,7.7
5593-SUAOO,0,9.7
7321-PKUYW,1,8.8
2833-SLKDQ,0,14.6
6766-HFKLA,0,15.4
7595-EUIVN,0,14.7
7617-EYGLW,0,12.5
2026-TGDHM,1,6.5
9220-ZNKJI,0,7.2
4030-VPZBD,0,12.3
2226-ICFDO,0,12.2
0723-VSOBE,0,8.3
5529-GIBVH,1,12.6
4187-CINZD,0,9.3
9992-UJOEL,0,8.4
4741-WWJQZ,0,4.5
6625-UTXEW,0,4.6
6818-WOBHJ,0,17.8
6244-BESBM,0,6.4
1004-NOZNR,0,12.5
1251-STYSZ,1,16.2
2612-PHGOX,2,8.4
2408-TZMJL,1,14.8
8480-PPONV,1,7.8
8780-IHCRN,1,11.4
4598-ZADCK,0,13.6
1257-SXUXQ,0,12.7
9681-KYGYB,0,6.9
7182-OVLBJ,0,7.5
5095-ETBRJ,0,13.2
7005-CYUIL,0,15.2
4821-WQOYN,0,13.8
4730-AWNAU,1,5.1
3452-FLHYD,0,11.9
2388-LAESQ,0,12.4
9531-NSBMR,0,11.2
6260-ONULR,0,9.1
4389-UEFCZ,0,5.0
8711-LOBKY,0,10.7
9134-CEQMF,0,11.0
8985-OOPOS,0,8.2
8800-ZKRFW,0,10.3
2616-FLVQC,0,10.4
9968-FFVVH,0,14.0
3108-PCCGG,0,4.9
7993-PYKOF,0,5.4
8390-FESFV,1,7.6
3022-BEXHZ,0,10.4
5027-XWQHA,0,9.6
6248-TKCQV,0,13.7
6729-GDNGC,0,7.1
6198-ZFIOJ,0,13.4
5989-OMNJE,1,11.3
4566-QVRRW,1,9.8
1291-CUOCY,0,12.5
9795-SHUHB,0,12.6
3230-IUALN,0,6.1
0042-RLHYP,0,8.3
8519-IMDHU,1,15.2
4945-RVMTE,0,9.8
0201-OAMXR,1,10.7
1866-NXPSP,1,12.1
3372-KWFBM,0,1.0
7831-QGOXH,0,8.8
6393-WRYZE,0,13.3
3941-XTSKM,0,7.4
1661-CZBAU,1,8.4
6599-RCLCJ,0,14.4
9831-BPFRI,2,14.1
5158-RIVOP,1,7.6
9788-YTFGE,1,7.6
9277-JOOMO,1,10.2
1907-YLNYW,0,16.4
1725-MIMXW,0,14.6
8947-YRTDV,0,10.6
3161-ONRWK,0,14.1
0114-RSRRW,1,9.2
4565-NLZBV,0,12.8
0031-PVLZI,0,8.7
7206-GZCDC,0,3.8
6682-VCIXC,0,5.9
4791-QRGMF,0,14.6
6475-VHUIZ,0,7.6
3910-MRQOY,1,7.3
0661-WCQNQ,0,8.9
7537-RBWEA,0,8.8
4656-CAURT,0,8.2
0121-SNYRK,0,5.7
1768-ZAIFU,1,10.3
4671-LXRDQ,1,11.4
3733-LSYCE,0,13.9
6265-FRMTQ,0,7.6
1934-SJVJK,0,4.9
3838-OZURD,1,12.9
1371-DWPAZ,0,11.9
9269-CQOOL,0,5.1
2017-CCBLH,1,14.0
7690-KPNCU,0,14.7
0536-BGFMZ,0,5.9
2293-IJWPS,1,7.7
2845-HSJCY,0,7.3
5469-NUJUR,1,15.3
1184-PJVDB,0,12.2
2625-TRCZQ,0,12.5
4102-HLENU,0,10.3
7266-GSSJX,0,9.2
7722-VJRQD,0,9.3
7073-QETQY,0,11.1
9415-DPEWS,0,12.6
5624-RYAMH,0,12.6
0196-JTUQI,0,8.3
7130-YXBRO,1,10.6
9272-LSVYH,0,8.5
7943-RQCHR,0,13.6
3793-MMFUH,1,12.7
3249-ZPQRG,0,5.8
2568-BRGYX,0,8.2
3084-DOWLE,0,15.9
1084-MNSMJ,1,8.0
7721-JXEAW,0,7.7
7249-WBIYX,1,6.0
4238-HFHSN,0,8.5
6250-CGGUN,0,9.3
5478-JJVZK,0,3.8
7596-IIWYC,0,9.5
6567-HOOPW,2,4.7
9793-WECQC,1,15.4
4291-HPAXL,1,13.3
8999-YPYBV,0,5.1
1839-FBNFR,0,6.2
3164-AALRN,0,13.2
3071-MVJCD,0,7.3
1697-BCSHV,0,8.6
0562-KBDVM,1,11.5
1131-SUEKT,0,10.7
3717-OEAUQ,0,2.4
4538-WNTMJ,0,7.7
3334-CTHOL,1,11.5
4704-ERYFC,0,10.1
9432-RUVSL,1,11.6
8060-HIWJJ,1,11.9
7684-XSZIY,0,11.5
9089-UOWJG,1,9.9
8621-MNIHH,0,4.6
8039-ACLPL,1,5.5
9885-AIBVB,1,6.6
1934-MKPXS,0,10.5
2592-YKDIF,0,6.8
2272-JKMSI,1,9.9
0471-LVHGK,0,1.1
9518-RWHZL,0,5.5
8714-CTZJW,0,9.6
3569-EDBPQ,0,12.1
3131-NWVFJ,0,7.6
7521-YXVZY,1,11.8
5419-CONWX,0,7.3
6240-EURKS,1,15.8
2373-NTKOD,0,11.7
1970-KKFWL,0,9.0
6960-HVYXR,0,9.9
9337-SRRNI,0,8.0
0895-UADGO,0,10.1
5678-VFNEQ,0,13.7
5977-CKHON,0,12.9
7024-OHCCK,0,6.8
2692-BUCFV,0,6.7
7861-UVUFT,0,15.6
1830-GGFNM,0,16.9
5302-BDJNT,0,7.4
5223-UZAVK,0,10.5
4859-ZSRDZ,0,9.6
5651-WYIPH,0,14.5
9350-VLHMB,0,7.0
3498-LZGQZ,0,6.8
8785-CJSHH,0,12.6
5357-TZHPP,0,9.6
3870-SPZSI,0,11.5
0680-DFNNY,1,5.2
7560-QRBXH,0,24.1
7077-XJMET,0,4.8
8752-GHJFU,1,11.6
6896-SRVYQ,0,18.7
7767-UXAGJ,0,12.2
4652-ODEVH,1,1.9
6510-UPNKS,0,24.4
6718-BDGHG,1,2.4
9046-DQMTP,1,4.3
6439-LAJXL,0,11.5
1571-SAVHK,0,12.7
9052-VKDUW,2,2.3
9546-CQJSU,0,10.8
1666-JZPZT,1,12.3
5777-KJIRB,2,10.5
0506-LVNGN,1,6.5
7677-SJJJK,0,13.9
2480-EJWYP,1,6.2
3253-HKOKL,1,12.4
7055-HNEOJ,1,13.1
5514-YQENT,1,9.5
3211-AAPKX,0,9.7
8445-DNBAE,1,11.6
2951-QOQTK,0,14.1
2958-NHPPS,0,4.2
6806-YDEUL,0,16.8
1735-XMJVH,0,4.0
6890-PFRQX,0,6.5
0222-CNVPT,0,12.4
5899-OUVKV,0,8.3
8681-ICONS,0,13.9
1621-YNCJH,0,10.7
3473-XIIIT,0,6.4
6362-QHAFM,0,9.0
7893-IXHRQ,0,4.4
3070-BDOQC,0,10.0
2952-QAYZF,0,6.4
6234-PFPXL,0,12.9
9824-QCJPK,0,9.3
4763-PGDPO,0,12.2
4283-IVYCI,0,4.9
1866-OBPNR,0,18.5
8205-MQUGY,1,10.5
8970-ANWXO,0,17.7
9480-BQJEI,0,16.8
5394-SVGJV,0,10.8
6979-TNDEU,0,17.0
9777-WJJPR,0,12.9
9283-LZQOH,0,9.5
7079-QRCBC,0,2.8
9495-SKLKD,0,7.6
6048-UWKAL,1,10.4
5067-DGXLL,0,9.9
5469-CTCWN,0,12.4
9851-QXEEQ,0,11.0
6281-FKEWS,0,14.6
8898-KASCD,1,7.9
9242-TKFSV,0,9.7
9290-SHCMB,0,12.4
0743-HNPFG,1,11.9
2277-BKJKN,0,13.2
9809-IMGCQ,1,12.1
5208-HFSBT,2,10.7
5035-PGZXH,0,11.6
8695-WDYEA,0,6.9
6543-JXSOO,1,9.7
8016-ZMGMO,0,12.3
8605-ITULD,0,4.7
3254-YRILK,0,17.0
6416-YJTTB,1,9.0
2667-WYLWJ,0,9.8
4472-VESGY,0,14.5
3195-TQDZX,1,16.5
3128-YOVTD,0,10.6
0529-ONKER,2,14.9
1728-CXQBE,0,13.4
7041-TXQJH,0,4.1
5014-GSOUQ,1,12.2
5724-BIDBU,1,9.8
0481-SUMCB,0,9.6
1769-GRUIK,0,9.1
5240-IJOQT,1,3.0
8819-WFGGJ,1,10.4
7427-AUFPY,1,15.3
2811-POVEX,0,11.6
1092-GANHU,0,10.0
7898-PDWQE,0,11.9
9972-EWRJS,0,6.5
9314-IJWSQ,0,9.8
0661-XEYAN,1,11.4
5799-JRCZO,0,15.8
1921-KYSAY,0,9.2
6198-RTPMF,0,13.3
2924-KHUVI,0,11.7
1925-GMVBW,0,15.5
7881-EVUAD,0,5.0
6184-DYUOB,1,14.4
9207-ZPANB,0,13.1
5766-XQXMQ,0,7.5
9327-QSDED,0,4.3
1656-DRSMG,1,9.3
3012-VFFMN,2,5.8
2984-AFWNC,0,15.4
0640-YJTPY,0,10.8
8096-LOIST,1,14.3
9764-REAFF,0,11.3
3703-VAVCL,1,10.6
7107-UBYKY,1,13.7
4881-GQJTW,0,3.6
8519-QJGJD,0,12.6
7876-DNYAP,0,11.7
7905-NJMXS,0,8.2
2882-WDTBA,0,13.5
2091-GPPIQ,0,13.4
6326-MTTXK,0,12.5
5071-FBJFS,0,13.0
2796-UUZZO,2,4.6
2429-AYKKO,0,10.3
9798-OPFEM,0,8.4
0330-IVZHA,0,10.2
3794-NFNCH,0,3.1
5193-QLVZB,0,10.0
7114-AEOZE,1,13.0
2886-KEFUM,0,4.0
5522-NYKPB,0,14.5
4237-RLAQD,0,8.6
9957-YODKZ,1,2.3
6518-KZXCB,0,6.5
2245-ADZFJ,0,11.4
7776-QGYJC,0,15.3
9313-QOLTZ,0,12.7
9651-GTSAQ,1,2.5
3186-BAXNB,1,8.6
4672-FOTSD,0,6.5
0637-YLETY,0,13.9
9818-XQCUV,2,8.6
7338-ERIVA,0,5.8
1157-BQCUW,0,14.1
8259-NFJTV,1,2.6
3223-DWFIO,1,6.3
2660-EMUBI,0,10.8
6968-GMKPR,0,7.3
4751-ERMAN,1,7.6
1436-ZMJAN,0,15.9
3292-PBZEJ,0,14.7
0799-DDIHE,0,12.9
3070-FNFZQ,1,9.2
2812-SFXMJ,2,4.9
7675-OZCZG,1,10.1
5014-WUQMG,1,7.0
5312-TSZVC,0,11.0
2003-CKLOR,0,12.0
0993-OSGPT,0,5.9
9254-RBFON,0,7.3
1205-WNWPJ,0,14.6
9391-EOYLI,0,9.3
7108-DGVUU,0,9.7
2782-JEEBU,1,15.0
5127-BZENZ,0,8.3
2720-FVBQP,1,9.9
9906-NHHVC,1,7.2
4522-XRWWI,0,5.0
3766-EJLFL,0,15.6
5939-SXWHM,0,8.7
8152-UOBNY,0,9.8
7351-KYHQH,0,10.6
7643-RCHXS,1,11.1
8246-SHFGA,0,20.3
8387-MOJJT,0,12.2
0620-XEFWH,0,8.6
6485-QXWWE,0,2.3
2761-OCIAX,1,9.0
7321-VGNKU,0,4.4
5327-CNLUQ,0,13.8
7552-KEYGT,0,9.8
5816-JMLGY,0,13.8
3068-OMWZA,0,11.0
2927-QRRQV,1,10.1
6032-KRXXO,0,8.0
7459-RRWQZ,0,10.5
6265-SXWBU,0,5.4
7941-RCJOW,0,10.0
6374-NTQLP,0,15.3
4154-AQUGT,0,1.9
2387-KDZQY,0,10.0
3584-WKTTW,0,7.1
3399-BMLVW,0,8.1
1971-DTCZB,0,11.5
3092-IGHWF,0,11.6
3374-PZLXD,0,12.0
3813-DHBBB,0,15.1
2812-REYAT,0,8.5
6518-PPLMZ,0,10.0
4939-KYYPY,1,8.2
8017-LXHFA,0,7.1
5930-GBIWP,0,7.6
6022-KOUQO,0,8.6
6352-TWCAU,0,16.2
2361-UPSND,1,10.3
6035-RIIOM,1,5.4
2929-QNSRW,0,6.8
1262-OPMFY,2,18.2
9504-DSHWM,0,7.9
5035-BVCXS,0,13.7
6267-DCFFZ,0,15.8
3533-UVMOM,2,15.6
2439-LYPMQ,0,7.2
4248-QPAVC,1,11.1
1899-VXWXM,0,15.3
1478-VPOAD,1,1.0
9995-HOTOH,0,6.2
2988-PLAHS,2,7.6
1371-OJCEK,0,7.5
4999-IEZLT,0,13.2
8883-ANODQ,0,8.4
4690-LLKUA,0,8.4
2351-RRBUE,1,5.0
5980-BDHPY,1,8.5
1498-DQNRX,0,15.0
9469-WEJBT,0,5.7
3331-HQDTW,0,13.3
9490-DFPMD,0,16.4
2581-VKIRT,0,16.5
5442-XSDCW,1,13.4
7426-WEIJX,0,12.7
2851-MMUTZ,0,4.3
3049-NDXFL,0,14.7
8580-AECUZ,0,6.2
3307-TLCUD,0,14.9
6625-FLENO,0,12.6
2967-MXRAV,0,6.0
7963-GQRMY,0,9.8
8189-HBVRW,0,3.8
4163-KIUHY,0,15.9
1228-FZFRV,0,9.4
3500-NSDOA,1,11.3
1171-TYKUR,0,11.3
3761-FLYZI,0,15.0
2058-DCJBE,1,13.6
5364-XYIRR,0,5.8
4829-AUOAX,0,3.4
1219-NNDDO,1,5.1
8388-DMKAE,1,18.4
4403-BWPAY,0,11.4
9659-QEQSY,0,12.2
5405-ZMYXQ,2,7.0
5047-LHVLY,0,12.3
1442-OKRJE,0,13.1
4737-AQCPU,0,11.1
9158-VCTQB,1,6.7
2808-CHTDM,0,9.8
6311-UEUME,0,13.6
0793-TWELN,0,5.8
3283-WCWXT,0,4.6
1060-ENTOF,0,12.3
0999-QXNSA,1,12.4
5451-MHQOF,0,9.3
4836-WNFNO,0,7.8
9225-BZLNZ,0,9.8
0354-VXMJC,0,6.5
4422-QVIJA,0,9.5
9365-SRSZE,1,6.1
6839-ITVZJ,0,5.7
8332-OSJDW,0,11.3
4735-BJKOU,0,11.4
0274-JKUJR,0,6.7
5740-YHGTW,0,14.5
8917-SZTTJ,0,8.3
1696-MZVAU,0,16.4
7359-WWYJV,1,9.4
0375-HVGXO,0,10.2
4906-ZHGPK,1,9.5
8593-WHYHV,0,3.6
3795-GWTRD,0,19.0
1298-PHBTI,0,14.6
6223-DHJGV,0,9.5
6961-MJKBO,0,7.8
6097-EQISJ,1,5.2
4423-YLHDV,0,11.2
8158-WPEZG,1,14.1
0107-YHINA,0,8.5
4918-FYJNT,0,11.8
0727-BNRLG,1,11.1
4854-CIDCF,0,13.9
8640-SDGKB,0,10.7
3280-MRDOF,0,9.0
6435-SRWBJ,0,14.0
9964-WBQDJ,0,14.2
6303-KFWSL,3,10.2
1702-CCFNJ,0,19.7
8932-CZHRQ,1,9.4
0386-CWRGM,1,12.9
5515-RUGKN,0,8.4
0404-AHASP,0,3.9
7279-NMVJC,1,2.2
2081-VEYEH,0,12.0
6407-UTSLV,1,7.7
4116-TZAQJ,1,8.3
9060-HJJRW,0,6.1
2587-YNLES,0,7.2
7398-SKNQZ,0,8.6
5935-FCCNB,1,11.7
1958-RNRKS,1,3.8
5136-RGMZO,0,18.5
8345-MVDYC,0,6.8
8226-BXGES,0,2.5
3877-JRJIP,1,7.6
8375-DKEBR,0,17.2
9705-IOVQQ,0,9.4
1015-OWJKI,1,13.4
7511-YMXVQ,0,9.8
2040-XBAVJ,1,8.1
7551-JOHTI,1,2.9
8887-IPQNC,1,9.8
8646-JCOMS,0,7.1
9804-ICWBG,0,16.6
1222-KJNZD,0,9.5
0106-GHRQR,0,13.1
5318-IXUZF,0,16.1
3768-VHXQO,0,16.3
8952-WCVCD,1,7.7
2418-TPEUN,2,7.5
3963-RYFNS,0,7.1
3198-VELRD,0,12.0
8540-ZQGEA,1,12.1
1320-REHCS,0,8.5
4137-JOPHL,2,6.1
9436-ZBZCT,0,9.8
7801-CEDNV,0,14.0
2057-BOYKM,0,12.7
3658-QQJYD,0,2.2
1803-BGNBD,0,14.0
0134-XWXCE,0,12.5
6950-TWMYB,0,8.4
5848-FHRFC,0,11.1
2243-FNMMI,1,14.4
2511-MORQY,1,6.6
5356-KZCKT,0,15.1
9470-XCCEM,0,7.0
6519-CFDBX,1,10.3
3902-MIVLE,0,11.7
0409-WTMPL,0,9.5
8763-KIAFH,0,9.5
3669-WHAFY,1,7.3
3055-VTCGS,0,1.0
3144-KMTWZ,1,3.9
7279-BUYWN,1,7.7
7156-MHUGY,0,8.6
7198-GLXTC,0,8.8
2007-QVGAW,0,2.1
5207-PLSTK,0,15.4
2307-FYNNL,0,7.8
5605-XNWEN,0,3.3
2155-AMQRX,2,10.9
6181-AXXYF,0,11.6
5091-HFAZW,0,12.3
0516-VRYBW,0,8.4
2519-LBNQL,0,17.3
8623-ULFNQ,0,11.0
8380-PEFPE,1,18.9
5687-DKDTV,2,7.2
1568-LJSZU,1,6.7
7530-HDYDS,0,14.9
7789-HKSBS,0,8.9
7416-CKTEP,0,16.9
2586-CWXVV,0,9.0
3096-IZETN,1,2.8
2348-KCJLT,0,2.6
8401-EMUWF,3,15.8
4193-IBKSW,0,8.5
5377-NDTOU,1,15.3
5922-ABDVO,0,5.7
2474-LCNUE,0,11.3
0839-QNXME,1,15.4
3506-OVLKD,1,11.4
9172-ANCRX,2,6.9
6650-VJONK,0,6.2
2178-PMGCJ,0,13.0
7492-TAFJD,2,5.5
2773-MADBQ,1,15.1
6016-LVTJQ,1,16.7
7860-KSUGX,1,11.3
8966-KZXXA,0,6.0
6910-HADCM,0,7.7
4816-LXZYW,1,13.9
9606-PBKBQ,0,7.7
5149-QYTTU,0,4.2
2070-XYMFH,2,6.1
2085-BOJKI,0,13.0
0817-HSUSE,1,10.0
5442-PPTJY,0,7.0
1927-QEWMY,0,9.2
1663-MHLHE,0,18.9
5663-QBGIS,0,14.2
4450-MDZFX,1,9.2
6701-DHKWQ,1,11.9
7554-AKDQF,1,9.7
3536-IQCTX,2,9.5
4911-BANWH,1,13.9
8496-EJAUI,1,13.5
0794-YVSGE,1,12.6
5423-BHIXO,0,17.1
6908-VVYHM,0,17.3
2959-EEXWB,0,12.0
1839-UMACK,0,15.1
3030-YDNRM,0,7.3
7321-KKSDU,0,7.5
3402-XRIUO,0,7.1
3132-TVFDZ,0,9.5
8286-AFUYI,1,11.1
8080-DDEMJ,0,8.2
8356-WUAOJ,1,10.2
6365-MTGZX,1,11.4
1349-WXNGG,0,16.2
8058-DMYRU,1,6.8
9350-ZXYJC,0,10.2
6990-YNRIO,1,10.8
8958-JPTRR,0,11.3
6959-GQEGV,1,12.7
3173-WSSUE,0,5.4
1265-HVPZB,0,12.2
4115-UMJFQ,0,4.8
7369-TRPFD,1,13.4
1098-KFQEC,0,11.4
7190-XHTWJ,1,8.2
0621-TWIEM,0,13.8
3537-RYBHH,1,14.3
