user_id,failed_payments_90d
6818-WOBHJ,0
6244-BESBM,0
1004-NOZNR,0
1251-STYSZ,0
2612-PHGOX,0
2408-TZMJL,0
8480-PPONV,0
8780-IHCRN,0
4598-ZADCK,0
1257-SXUXQ,0
9681-KYGYB,0
7182-OVLBJ,0
5095-ETBRJ,0
7005-CYUIL,0
4821-WQOYN,1
4730-AWNAU,0
3452-FLHYD,0
2388-LAESQ,0
9531-NSBMR,0
6260-ONULR,0
4389-UEFCZ,1
8711-LOBKY,0
9134-CEQMF,0
8985-OOPOS,1
8800-ZKRFW,1
2616-FLVQC,0
9968-FFVVH,0
3108-PCCGG,0
7993-PYKOF,0
8390-FESFV,0
3022-BEXHZ,0
5027-XWQHA,1
6248-TKCQV,0
6729-GDNGC,0
6198-ZFIOJ,0
5989-OMNJE,0
4566-QVRRW,0
1291-CUOCY,0
9795-SHUHB,0
3230-IUALN,0
0042-RLHYP,0
8519-IMDHU,1
4945-RVMTE,1
0201-OAMXR,0
1866-NXPSP,1
3372-KWFBM,0
7831-QGOXH,0
6393-WRYZE,0
3941-XTSKM,0
1661-CZBAU,0
6599-RCLCJ,0
9831-BPFRI,0
5158-RIVOP,0
9788-YTFGE,1
9277-JOOMO,0
1907-YLNYW,1
1725-MIMXW,0
8947-YRTDV,0
3161-ONRWK,0
0114-RSRRW,0
4565-NLZBV,1
0031-PVLZI,0
7206-GZCDC,0
6682-VCIXC,0
4791-QRGMF,1
6475-VHUIZ,0
3910-MRQOY,0
0661-WCQNQ,0
7537-RBWEA,0
4656-CAURT,0
0121-SNYRK,0
1768-ZAIFU,0
4671-LXRDQ,0
3733-LSYCE,0
6265-FRMTQ,0
1934-SJVJK,0
3838-OZURD,1
1371-DWPAZ,0
9269-CQOOL,0
2017-CCBLH,1
7690-KPNCU,1
0536-BGFMZ,0
2293-IJWPS,0
2845-HSJCY,0
5469-NUJUR,0
1184-PJVDB,0
2625-TRCZQ,0
4102-HLENU,2
7266-GSSJX,0
7722-VJRQD,0
7073-QETQY,0
9415-DPEWS,0
5624-RYAMH,0
0196-JTUQI,0
7130-YXBRO,0
9272-LSVYH,0
7943-RQCHR,1
3793-MMFUH,1
3249-ZPQRG,0
2568-BRGYX,0
3084-DOWLE,0
1084-MNSMJ,0
7721-JXEAW,0
7249-WBIYX,0
4238-HFHSN,0
6250-CGGUN,0
5478-JJVZK,1
7596-IIWYC,0
6567-HOOPW,0
9793-WECQC,0
4291-HPAXL,0
8999-YPYBV,0
1839-FBNFR,0
3164-AALRN,0
3071-MVJCD,0
1697-BCSHV,0
0562-KBDVM,0
1131-SUEKT,0
3717-OEAUQ,1
4538-WNTMJ,0
3334-CTHOL,0
4704-ERYFC,0
9432-RUVSL,0
8060-HIWJJ,1
7684-XSZIY,0
9089-UOWJG,0
8621-MNIHH,0
8039-ACLPL,0
9885-AIBVB,0
1934-MKPXS,0
2592-YKDIF,1
2272-JKMSI,0
0471-LVHGK,0
9518-RWHZL,0
8714-CTZJW,0
3569-EDBPQ,1
3131-NWVFJ,0
7521-YXVZY,0
5419-CONWX,0
6240-EURKS,0
2373-NTKOD,1
1970-KKFWL,0
6960-HVYXR,0
9337-SRRNI,0
0895-UADGO,0
5678-VFNEQ,0
5977-CKHON,0
7024-OHCCK,0
2692-BUCFV,0
7861-UVUFT,0
1830-GGFNM,0
5302-BDJNT,0
5223-UZAVK,0
4859-ZSRDZ,0
5651-WYIPH,0
9350-VLHMB,0
3498-LZGQZ,1
8785-CJSHH,1
5357-TZHPP,0
3870-SPZSI,0
0680-DFNNY,0
7560-QRBXH,0
7077-XJMET,0
8752-GHJFU,1
6896-SRVYQ,0
7767-UXAGJ,0
4652-ODEVH,0
6510-UPNKS,0
6718-BDGHG,0
9046-DQMTP,0
6439-LAJXL,0
1571-SAVHK,0
9052-VKDUW,0
9546-CQJSU,0
1666-JZPZT,0
5777-KJIRB,0
0506-LVNGN,0
7677-SJJJK,0
2480-EJWYP,0
3253-HKOKL,1
7055-HNEOJ,0
5514-YQENT,1
3211-AAPKX,0
8445-DNBAE,0
2951-QOQTK,0
2958-NHPPS,0
6806-YDEUL,0
1735-XMJVH,0
6890-PFRQX,1
0222-CNVPT,0
5899-OUVKV,0
8681-ICONS,0
1621-YNCJH,0
3473-XIIIT,0
6362-QHAFM,1
7893-IXHRQ,0
3070-BDOQC,0
2952-QAYZF,1
6234-PFPXL,0
9824-QCJPK,0
4763-PGDPO,0
4283-IVYCI,0
1866-OBPNR,0
8205-MQUGY,0
8970-ANWXO,0
9480-BQJEI,0
5394-SVGJV,0
6979-TNDEU,0
9777-WJJPR,0
9283-LZQOH,0
7079-QRCBC,1
9495-SKLKD,1
6048-UWKAL,0
5067-DGXLL,0
5469-CTCWN,0
9851-QXEEQ,0
6281-FKEWS,0
8898-KASCD,0
9242-TKFSV,0
9290-SHCMB,0
0743-HNPFG,0
2277-BKJKN,0
9809-IMGCQ,0
5208-HFSBT,0
5035-PGZXH,0
8695-WDYEA,0
6543-JXSOO,0
8016-ZMGMO,0
8605-ITULD,1
3254-YRILK,0
6416-YJTTB,0
2667-WYLWJ,0
4472-VESGY,1
3195-TQDZX,0
3128-YOVTD,0
0529-ONKER,0
1728-CXQBE,0
7041-TXQJH,0
5014-GSOUQ,0
5724-BIDBU,1
0481-SUMCB,0
1769-GRUIK,0
5240-IJOQT,0
8819-WFGGJ,0
7427-AUFPY,0
2811-POVEX,0
1092-GANHU,0
7898-PDWQE,1
9972-EWRJS,1
9314-IJWSQ,1
0661-XEYAN,0
5799-JRCZO,0
1921-KYSAY,0
6198-RTPMF,0
2924-KHUVI,0
1925-GMVBW,0
7881-EVUAD,0
6184-DYUOB,0
9207-ZPANB,0
5766-XQXMQ,0
9327-QSDED,0
1656-DRSMG,0
3012-VFFMN,0
2984-AFWNC,1
0640-YJTPY,0
8096-LOIST,2
9764-REAFF,0
3703-VAVCL,1
7107-UBYKY,0
4881-GQJTW,0
8519-QJGJD,0
7876-DNYAP,0
7905-NJMXS,0
2882-WDTBA,0
2091-GPPIQ,0
6326-MTTXK,0
5071-FBJFS,0
2796-UUZZO,0
2429-AYKKO,1
9798-OPFEM,1
0330-IVZHA,1
3794-NFNCH,0
5193-QLVZB,0
7114-AEOZE,0
2886-KEFUM,0
5522-NYKPB,0
4237-RLAQD,0
9957-YODKZ,0
6518-KZXCB,0
2245-ADZFJ,0
7776-QGYJC,0
9313-QOLTZ,1
9651-GTSAQ,0
3186-BAXNB,0
4672-FOTSD,0
0637-YLETY,0
9818-XQCUV,0
7338-ERIVA,0
1157-BQCUW,0
8259-NFJTV,0
3223-DWFIO,0
2660-EMUBI,0
6968-GMKPR,0
4751-ERMAN,0
1436-ZMJAN,0
3292-PBZEJ,0
0799-DDIHE,1
3070-FNFZQ,0
2812-SFXMJ,0
7675-OZCZG,0
5014-WUQMG,0
5312-TSZVC,0
2003-CKLOR,0
0993-OSGPT,0
9254-RBFON,0
1205-WNWPJ,1
9391-EOYLI,0
7108-DGVUU,0
2782-JEEBU,0
5127-BZENZ,0
2720-FVBQP,0
9906-NHHVC,0
4522-XRWWI,0
3766-EJLFL,0
5939-SXWHM,0
8152-UOBNY,1
7351-KYHQH,0
7643-RCHXS,0
8246-SHFGA,0
8387-MOJJT,1
0620-XEFWH,0
6485-QXWWE,0
2761-OCIAX,1
7321-VGNKU,0
5327-CNLUQ,0
7552-KEYGT,0
5816-JMLGY,0
3068-OMWZA,0
2927-QRRQV,0
6032-KRXXO,0
7459-RRWQZ,0
6265-SXWBU,0
7941-RCJOW,1
6374-NTQLP,0
4154-AQUGT,0
2387-KDZQY,0
3584-WKTTW,0
3399-BMLVW,0
1971-DTCZB,0
3092-IGHWF,0
3374-PZLXD,0
3813-DHBBB,0
2812-REYAT,0
6518-PPLMZ,0
4939-KYYPY,2
8017-LXHFA,1
5930-GBIWP,0
6022-KOUQO,1
6352-TWCAU,0
2361-UPSND,0
6035-RIIOM,1
2929-QNSRW,0
1262-OPMFY,0
9504-DSHWM,0
5035-BVCXS,0
6267-DCFFZ,0
3533-UVMOM,0
2439-LYPMQ,0
4248-QPAVC,0
1899-VXWXM,0
1478-VPOAD,0
9995-HOTOH,0
2988-PLAHS,1
1371-OJCEK,0
4999-IEZLT,0
8883-ANODQ,0
4690-LLKUA,0
2351-RRBUE,1
5980-BDHPY,0
1498-DQNRX,1
9469-WEJBT,0
3331-HQDTW,0
9490-DFPMD,0
2581-VKIRT,1
5442-XSDCW,0
7426-WEIJX,0
2851-MMUTZ,0
3049-NDXFL,0
8580-AECUZ,0
3307-TLCUD,0
6625-FLENO,0
2967-MXRAV,0
7963-GQRMY,0
8189-HBVRW,0
4163-KIUHY,0
1228-FZFRV,0
3500-NSDOA,0
1171-TYKUR,0
3761-FLYZI,0
2058-DCJBE,0
5364-XYIRR,0
4829-AUOAX,0
1219-NNDDO,0
8388-DMKAE,1
4403-BWPAY,2
9659-QEQSY,0
5405-ZMYXQ,0
5047-LHVLY,0
1442-OKRJE,0
4737-AQCPU,0
9158-VCTQB,1
2808-CHTDM,2
6311-UEUME,0
0793-TWELN,1
3283-WCWXT,0
1060-ENTOF,0
0999-QXNSA,0
5451-MHQOF,0
4836-WNFNO,0
9225-BZLNZ,0
0354-VXMJC,1
4422-QVIJA,0
9365-SRSZE,0
6839-ITVZJ,0
8332-OSJDW,0
4735-BJKOU,1
0274-JKUJR,0
5740-YHGTW,0
8917-SZTTJ,0
1696-MZVAU,0
7359-WWYJV,0
0375-HVGXO,2
4906-ZHGPK,0
8593-WHYHV,0
3795-GWTRD,0
1298-PHBTI,0
6223-DHJGV,1
6961-MJKBO,0
6097-EQISJ,0
4423-YLHDV,0
8158-WPEZG,0
0107-YHINA,0
4918-FYJNT,1
0727-BNRLG,1
4854-CIDCF,0
8640-SDGKB,1
3280-MRDOF,0
6435-SRWBJ,0
9964-WBQDJ,0
6303-KFWSL,0
1702-CCFNJ,0
8932-CZHRQ,0
0386-CWRGM,0
5515-RUGKN,1
0404-AHASP,0
7279-NMVJC,0
2081-VEYEH,0
6407-UTSLV,0
4116-TZAQJ,0
9060-HJJRW,1
2587-YNLES,0
7398-SKNQZ,0
5935-FCCNB,0
1958-RNRKS,0
5136-RGMZO,0
8345-MVDYC,1
8226-BXGES,0
3877-JRJIP,0
8375-DKEBR,0
9705-IOVQQ,0
1015-OWJKI,0
7511-YMXVQ,0
2040-XBAVJ,0
7551-JOHTI,0
8887-IPQNC,0
8646-JCOMS,0
9804-ICWBG,0
1222-KJNZD,0
0106-GHRQR,0
5318-IXUZF,0
3768-VHXQO,1
8952-WCVCD,1
2418-TPEUN,0
3963-RYFNS,0
3198-VELRD,0
8540-ZQGEA,0
1320-REHCS,0
4137-JOPHL,1
9436-ZBZCT,1
7801-CEDNV,2
2057-BOYKM,0
3658-QQJYD,0
1803-BGNBD,0
0134-XWXCE,0
6950-TWMYB,1
5848-FHRFC,0
2243-FNMMI,0
2511-MORQY,0
5356-KZCKT,0
9470-XCCEM,0
6519-CFDBX,0
3902-MIVLE,0
0409-WTMPL,0
8763-KIAFH,1
3669-WHAFY,0
3055-VTCGS,0
3144-KMTWZ,1
7279-BUYWN,0
7156-MHUGY,1
7198-GLXTC,0
2007-QVGAW,2
5207-PLSTK,0
2307-FYNNL,0
5605-XNWEN,0
2155-AMQRX,2
6181-AXXYF,0
5091-HFAZW,0
0516-VRYBW,0
2519-LBNQL,0
8623-ULFNQ,0
8380-PEFPE,0
5687-DKDTV,0
1568-LJSZU,0
7530-HDYDS,1
7789-HKSBS,1
7416-CKTEP,0
2586-CWXVV,0
3096-IZETN,0
2348-KCJLT,0
8401-EMUWF,0
4193-IBKSW,0
5377-NDTOU,0
5922-ABDVO,0
2474-LCNUE,0
0839-QNXME,0
3506-OVLKD,0
9172-ANCRX,0
6650-VJONK,1
2178-PMGCJ,1
7492-TAFJD,1
2773-MADBQ,0
6016-LVTJQ,0
7860-KSUGX,0
8966-KZXXA,0
6910-HADCM,1
4816-LXZYW,0
9606-PBKBQ,0
5149-QYTTU,0
2070-XYMFH,0
2085-BOJKI,0
0817-HSUSE,0
5442-PPTJY,0
1927-QEWMY,0
1663-MHLHE,0
5663-QBGIS,0
4450-MDZFX,1
6701-DHKWQ,0
7554-AKDQF,1
3536-IQCTX,1
4911-BANWH,0
8496-EJAUI,0
0794-YVSGE,1
5423-BHIXO,0
6908-VVYHM,0
2959-EEXWB,0
1839-UMACK,0
3030-YDNRM,0
7321-KKSDU,0
3402-XRIUO,0
3132-TVFDZ,0
8286-AFUYI,0
8080-DDEMJ,0
8356-WUAOJ,0
6365-MTGZX,0
1349-WXNGG,0
8058-DMYRU,0
9350-ZXYJC,0
6990-YNRIO,0
8958-JPTRR,1
6959-GQEGV,0
3173-WSSUE,0
1265-HVPZB,0
4115-UMJFQ,0
7369-TRPFD,0
1098-KFQEC,1
7190-XHTWJ,0
0621-TWIEM,0
3537-RYBHH,1
2485-ITVKB,0
3669-OYSJI,0
1612-EOHDH,0
6702-OHFWR,0
5296-BFCYD,0
4510-PYUSH,0
9359-JANWS,0
7517-SAWMO,0
4143-HHPMK,1
3279-DYZQM,0
7054-LGEQW,0
0523-VNGTF,0
9575-IWCAZ,0
7105-MXJLL,1
7064-FRRSW,0
7940-UQQUG,1
0923-PNFUB,0
3961-SXAXY,0
7010-BRBUU,0
3566-HJGPK,0
3062-ICYZQ,2
9938-PRCVK,0
0973-KYVNF,0
5129-HHMZC,0
9637-CDTKZ,0
3946-JEWRQ,0
7873-CVMAW,1
0463-WZZKO,1
3494-JCHRQ,0
6474-FVJLC,0
4524-QCSSM,0
5832-EXGTT,0
8840-DQLGN,0
2039-JONDJ,0
7217-JYHOQ,0
6695-FRVEC,1
4547-LYTDD,0
9894-QMIMJ,0
8069-YQQAJ,0
6770-XUAGN,0
4193-ORFCL,0
1636-NTNCO,1
3466-WAESX,0
9281-PKKZE,0
3638-VBZTA,0
7459-IMVYU,0
7776-QWNFX,0
6689-TCZHQ,0
8563-OYMQY,0
0754-EEBDC,0
5777-ZPQNC,0
1951-IEYXM,0
3318-NMQXL,0
3143-ILDAL,0
1022-RKXDR,0
2361-FJWNO,0
2272-UOINI,1
8232-UTFOZ,1
3750-YHRYO,1
6637-KYRCV,0
5668-MEISB,1
0129-QMPDR,0
7188-CBBBA,0
5356-CSVSQ,0
3221-CJMSG,0
4720-VSTSI,0
3219-JQRSL,1
2801-NISEI,0
3946-MHCZW,0
4623-ZKHLY,0
6732-VAILE,0
8201-AAXCB,0
7696-CFTAT,0
1845-CSBRZ,0
2123-VSCOT,0
6651-AZVTJ,0
4566-GOLUK,0
2484-DGXPZ,0
2018-QKYGT,1
2792-VPPET,0
7409-JURKQ,0
3247-MHJKM,1
1964-SVLEA,1
4587-NUKOX,2
7297-DVYGA,0
2239-CGBUZ,0
0854-UYHZD,1
7243-LCGGZ,0
8267-KFGYD,0
4890-VMUAV,0
9261-WDCAF,1
3764-MNMOI,0
7442-YGZFK,0
0420-BWTPW,0
8229-BUJHX,0
7449-HVPIV,0
5504-WSIUR,0
8183-ONMXC,1
8466-PZBLH,1
9614-RMGHA,0
8735-IJJEG,0
0564-MUUQK,0
5054-IEXZT,0
5834-ASPWA,1
0701-RFGFI,2
0019-EFAEP,0
5619-PTMIK,0
3737-XBQDD,0
5882-CMAZQ,0
5846-QFDFI,0
4445-KWOKW,1
3511-APPBJ,0
7967-HYCDE,0
2430-RRYUW,0
3948-XHGNA,0
3723-BFBGR,0
0565-IYCGT,0
5447-WZAFP,0
5110-CHOPY,0
5445-UTODQ,0
4425-OWHWB,0
7892-QVYKW,1
9675-ICXCT,0
1024-VRZHF,0
4703-MQYKT,0
9497-QCMMS,0
5692-ICXLW,0
0602-DDUML,1
2208-MPXIO,0
1960-UYCNN,0
0348-SDKOL,1
3190-FZATL,0
7336-RLLRH,0
4373-MAVJG,0
8901-HJXTF,1
7710-JSYOA,0
5419-KLXBN,0
3424-NMNBO,0
9885-MFVSU,0
4514-GFCFI,0
0607-MVMGC,0
3365-SAIGS,0
9828-AOQLM,1
8022-BECSI,0
8000-REIQB,0
9993-LHIEB,0
0266-CLZKZ,2
7615-ESMYF,0
3858-VOBET,0
7020-OZKXZ,0
3977-QCRSL,0
0017-DINOC,0
1447-PJGGA,0
8565-CLBZW,0
9139-WQQDY,0
0224-HJAPT,0
8086-OVPWV,0
9430-FRQOC,0
7639-OPLNG,0
3074-GQWYX,0
1492-QGCLU,0
6845-RGTYS,0
7328-OWMOM,0
4418-LZMSV,0
5155-AZQPB,0
8861-HGGKB,0
1087-GRUYI,1
7065-YUNRY,0
7694-VLBWQ,1
2546-KZAAT,0
0181-RITDD,0
5989-PGKJB,0
4795-KTRTH,0
8272-ONJLV,0
1488-PBLJN,0
0308-GIQJT,0
3778-FOAQW,1
4452-ROHMO,0
6481-OGDOO,0
3090-LETTY,0
5349-AZPEW,0
3753-TSEMP,0
8305-VHZBZ,1
9720-JJJOR,0
8100-HZZLJ,0
8775-ERLNB,0
8309-IEYJD,0
9172-JITSM,0
6298-QDFNH,1
7398-HPYZQ,0
3546-GHEAE,0
7361-YPXFS,1
6557-BZXLQ,0
2550-QHZGP,0
7519-JTWQH,0
2538-OIMXF,0
8543-MSDMF,0
9961-JBNMK,0
1170-SASML,0
4872-JCVCA,0
5346-BZCHP,0
2038-LLMLM,0
6173-ITPWD,0
9734-UYXQI,0
1216-BGTSP,1
4138-NAXED,0
2189-UXTKY,0
0744-BIKKF,0
7483-IQWIB,0
5248-KWLAR,0
4958-GZWIY,0
7996-MHXLW,0
7833-PKIHD,0
7061-OVMIM,0
5153-RTHKF,0
1852-QSWCD,1
4832-VRBMR,0
9079-LWTFD,0
6356-ELRKD,1
8624-GIOUT,0
3392-EHMNK,0
5986-WWXDV,0
3061-BCKYI,0
6179-GJPSO,0
7901-TBKJX,0
7228-PAQPD,1
3177-LASXD,0
7746-QYVCO,0
5804-HYIEZ,0
9919-FZDED,0
5934-TSSAU,0
3486-KHMLI,0
4897-QSUYC,0
1084-UQCHV,0
8290-YWKHZ,0
2955-BJZHG,0
3806-DXQOM,0
6784-XYJAE,0
3933-DQPWX,1
6661-EIPZC,0
8957-THMOA,0
2251-PYLPB,0
5555-RNPGT,0
1057-FOGLZ,0
9300-RENDD,0
0761-AETCS,0
8087-LGYHQ,0
4137-BTIKL,0
2190-BCXEC,0
6227-FBDXH,0
2153-MREFK,0
2911-WDXMV,0
7206-PQBBZ,0
3106-ULWFW,0
0925-VYDLG,0
4547-FZJWE,0
7422-WNBTY,0
0842-IWYCP,0
3521-HTQTV,0
3744-ZBHON,0
3373-DIUUN,0
8383-SGHJU,0
7607-QKKTJ,0
7707-PYBBH,0
8984-HPEMB,1
4349-GFQHK,0
4139-DETXS,0
9779-DPNEJ,0
9805-FILKB,0
5793-YOLJN,0
0673-IGUQO,0
4123-FCVCB,0
8819-IMISP,0
7802-EFKNY,2
8311-UEUAB,0
5858-EAFCZ,1
8035-BUYVG,1
1163-ONYEY,0
9787-XVQIU,0
8945-MUQUF,1
5656-MJEFC,0
6082-OQFBA,1
8051-HJRLT,0
8974-OVACP,0
4010-YLMVT,0
1379-FRVEB,1
8612-GXIDD,0
6288-CHQJB,0
8160-HOWOX,0
3023-GFLBR,0
6648-INWPS,0
4223-BKEOR,0
4079-VTGLK,0
1763-WQFUK,0
1391-UBDAR,0
8894-JVDCV,0
2023-VQFDL,0
1345-GKDZZ,0
2014-MKGMH,0
5628-FCGYG,0
2560-WBWXF,0
0248-IPDFW,0
7978-DKUQH,0
4335-UPJSI,0
0524-IAVZO,0
2737-YNGYW,0
1784-EZDKJ,0
9297-FVVDH,0
8007-YYPWD,0
7101-HRBLJ,0
5159-YFPKQ,0
6635-CPNUN,0
4021-RQSNY,1
5453-YBTWV,0
5039-LZRQT,0
2931-VUVJN,0
9061-TIHDA,0
8699-ASUFO,0
6418-PIQSP,0
8220-OCUFY,0
3995-WFCSM,1
1895-QTKDO,0
2038-OEQZH,0
1178-PZGAB,0
7927-AUXBZ,0
2626-VEEWG,0
2878-RMWXY,0
1657-DYMBM,0
7311-MQJCH,0
7375-WMVMT,0
1136-XGEQU,0
2530-FMFXO,0
6844-DZKRF,0
4695-WJZUE,0
7619-ODSGN,1
5970-GHJAW,0
8879-XUAHX,0
3689-MOZGR,0
4195-PNGZS,0
5003-XZWWO,0
3988-RQIXO,0
7622-FWGEW,0
6922-NCEDI,0
2514-GINMM,0
9891-NQDBD,0
6131-IUNXN,0
8548-AWOFC,0
9798-DRYDS,1
8532-UEFWH,0
6296-DDOOR,0
7951-VRDVK,1
5931-FLJJF,0
4815-YOSUK,0
2659-VXMWZ,0
0380-NEAVX,1
3207-OYBWH,0
4285-GYRQC,0
7216-EWTRS,0
4365-MSDYN,0
7036-TYDEC,0
5802-ADBRC,0
8076-FEZKJ,0
5197-YPYBZ,0
8337-MSSXB,1
4312-GVYNH,0
8495-LJDFO,0
0839-JTCUD,0
5494-WOZRZ,1
1302-UHBDD,0
2234-EOFPT,0
8619-IJNDK,0
8378-LKJAF,0
8182-BJDSI,1
2528-HFYZX,1
1153-GNOLC,0
3298-QEICA,0
0788-DXBFY,0
3597-YASZG,1
3496-LFSZU,2
5242-UOWHD,0
2482-CZGBB,0
6479-SZPLM,0
8097-VBQTZ,0
4500-HKANN,0
9917-KWRBE,0
3420-ZDBMA,0
2212-LYASK,1
1393-IMKZG,0
8069-RHUXK,0
3398-GCPMU,0
2908-WGAXL,0
3378-AJRAO,0
1013-QCWAM,2
0866-QLSIR,0
6050-FFXES,0
7181-BQYBV,0
0362-RAOQO,1
9554-DFKIC,0
5527-ACHSO,0
0829-DDVLK,0
1399-UBQIU,0
1813-JLKWR,0
0336-PIKEI,0
7322-OCWHC,1
9537-VHDTA,0
4957-TIALW,0
2054-PJOCK,0
9150-HEPMB,0
9030-QGZNL,0
6204-IEUXJ,0
3126-WQMGH,0
4529-CKBCL,0
2506-CLAKW,0
7176-WRTNX,0
1583-IHQZE,0
5732-IKGQH,0
9239-GZHZE,0
7205-BAIAD,1
0151-ONTOV,0
4140-MUHUG,0
0093-EXYQL,0
8064-RAVOH,0
0219-QAERP,0
0320-JDNQG,1
7180-PISOG,1
9168-INPSZ,0
3571-RFHAR,0
0015-UOCOJ,0
5334-AFQJB,0
2754-SDJRD,1
9578-VRMNM,1
1587-FKLZB,0
6140-QNRQQ,0
8963-JLGJT,0
4307-KTUMW,0
1465-LNTLJ,0
5440-FLBQG,0
2135-DQWAQ,0
4056-QHXHZ,1
7470-MCQTK,0
7488-MXJIV,0
7401-JIXNM,1
9339-FIIJL,0
2027-FECZV,0
2672-DZUOY,0
4706-DGAHW,0
3870-MQAMG,1
6670-MFRPK,0
6177-PEVRA,0
4800-CZMPC,0
4813-HQMGZ,0
7579-KKLOE,0
7377-DMMRI,0
8402-EIVQS,0
4947-DSMXK,0
7245-NIIWQ,0
0002-ORFBO,0
3324-OIRTO,0
5414-OFQCB,0
4967-WPNCF,0
8552-OBVRU,0
8499-BRXTD,0
9154-QDGTH,1
8197-BFWVU,0
2577-GVSIL,0
9367-OIUXP,0
6770-UAYGJ,1
6463-HHXJR,0
7928-VJYAB,0
1187-WILMM,0
9776-OJUZI,0
1306-RPWXZ,0
8949-JTMAY,0
2774-LVQUS,0
3097-PYWXL,0
2266-SJNAT,0
0869-PAPRP,0
4238-JSSWH,0
2972-YDYUW,0
1104-FEJAM,0
2809-ILCYT,0
5499-ECUTN,1
4981-FLTMF,0
9121-PHQSR,1
3113-IWHLC,0
3211-ILJTT,0
4612-THJBS,0
4277-BWBML,1
4094-NSEDU,0
0234-TEVTT,0
4304-TSPVK,0
1552-AAGRX,0
2637-FKFSY,1
9796-MVYXX,0
7874-ECPQJ,0
0020-INWCK,0
7089-RKVSZ,1
2683-JXWQQ,1
9548-ZMVTX,0
8739-XNIKG,0
9755-JHNMN,1
3981-QSVQI,0
2789-HQBOU,0
9424-CMPOG,0
5067-WJEUN,1
3450-WXOAT,1
9251-WNSOD,0
6974-DAFLI,0
2616-UUTFK,1
7064-JHXCE,0
5103-MHMHY,0
7989-AWGEH,0
4373-VVHQL,2
4559-UWIHT,1
7268-IGMFD,0
1846-XWOQN,1
0235-KGSLC,0
6650-BWFRT,1
9570-KYEUA,0
6993-YGFJV,0
2712-SYWAY,0
0730-BGQGF,0
5498-IBWPI,0
9101-NTIXF,1
0013-SMEOE,0
9314-QDMDW,0
9308-ANMVE,0
2884-GBPFB,0
3757-NJYBX,1
3413-DHLPB,0
7649-PHJVR,0
6114-TCFID,2
3787-TRIAL,1
2573-GYRUU,0
5156-UMKOW,0
1247-QBVSH,0
6734-GMPVK,0
9822-OAOVB,0
6161-ERDGD,0
1226-JZNKR,0
7318-EIVKO,0
3771-PZOBW,0
5136-KCKGI,0
8231-BSWXX,0
6486-LHTMA,1
4083-BFNYK,0
3722-WPXTK,0
7389-KBFIT,0
7176-WIONM,0
5141-ZUVBH,0
1089-HDMKP,0
7623-HKYRK,1
0310-SUCIN,1
5197-PYEPU,0
2929-ERCFZ,1
7548-SEPYI,0
8835-VSDSE,0
6619-RPLQZ,1
3275-RHRNE,0
3503-TYDAY,2
6901-GOGZG,0
1623-NLDOT,0
7021-XSNYE,0
9621-OUPYD,0
9898-KZQDZ,0
8982-NHAVY,0
4307-KWMXE,0
0141-YEAYS,1
2450-ZKEED,0
3694-DELSO,0
3893-JRNFS,0
9603-OAIHC,0
1133-KXCGE,0
5236-PERKL,0
0142-GVYSN,0
1049-FYSYG,0
7854-FOKSF,0
2519-FAKOD,0
8406-LNMHF,0
1821-BUCWY,0
8263-JQAIK,0
0023-UYUPN,0
8314-DPQHL,0
1465-WCZVT,0
9481-SFCQY,0
6360-SVNWV,0
0567-GGCAC,0
7089-IVVAZ,0
8884-MRNSU,0
2171-UDMFD,2
9050-IKDZA,0
2205-YMZZJ,0
9802-CAQUT,0
1254-IZEYF,0
0187-WZNAB,1
9492-TOKRI,1
1475-VWVDO,1
9221-OTIVJ,0
1357-MVDOZ,1
7602-MVRMB,0
3325-FUYCG,0
5908-QMGOE,1
1197-BVMVG,0
5406-KGRMX,1
8481-YYXWG,0
5968-HYJRZ,0
5198-EFNBM,0
7516-GMHUV,0
7140-ADSMJ,0
2230-XTUWL,0
7706-YLMQA,0
2585-KTFRE,0
7994-UYIVZ,0
2609-IAICY,0
1740-CSDJP,0
7717-BICXI,0
6559-RAKOZ,0
2636-OHFMN,0
4716-MRVEN,1
2143-LJULT,0
1323-OOEPC,0
3200-MNQTF,0
6164-HXUGH,0
5630-IXDXV,0
0320-DWVTU,0
9135-MGVPY,0
1212-GLHMD,0
7878-JGDKK,0
1088-AUUZZ,0
0397-GZBBC,1
6614-YWYSC,0
9588-OZDMQ,0
7641-EUYET,0
6476-EPYZR,0
9921-ZVRHG,0
1174-FGIFN,0
6620-HVDUJ,1
4701-MLJPN,1
1032-MAELW,0
7641-TQFHN,0
1552-TKMXS,0
9206-GVPEQ,0
8622-ZLFKO,0
1596-BBVTG,0
6188-UXBBR,0
2333-KWEWW,0
5702-SKUOB,0
1134-YWTYF,0
6061-GWWAV,0
0679-TDGAK,0
6585-WCEWR,0
9067-YGSCA,0
9067-SQTNS,0
8433-WXGNA,0
1776-SPBWV,0
8735-SDUFN,1
9668-PUGNU,0
9405-GPBBG,0
1926-QUZNN,1
3707-GNWHM,0
7016-NVRIC,0
5829-NVSQN,1
9565-AXSMR,1
8922-LIEGH,0
8869-LIHMK,2
8245-UMPYT,0
5186-SAMNZ,0
0447-RXSGD,0
4927-WWOOZ,0
5788-YPOEG,0
5373-SFODM,0
0661-KBKPA,0
9081-WWXKP,0
0784-ZQJZX,0
3133-PZNSR,0
5766-ZJYBB,0
8931-GJJIQ,1
