user_id,months_active,plan_stream_tv,plan_stream_movies,contract_type,paperless_billing,monthly_fee,total_paid,net_service
1612-EOHDH,1,False,False,Month-to-month,False,45.15,45.15,DSL
6702-OHFWR,1,False,True,Month-to-month,True,43.3,43.3,DSL
5296-BFCYD,46,,,Two year,True,20.1,936.85,No
4510-PYUSH,38,False,False,Month-to-month,True,57.15,2250.65,DSL
9359-JANWS,65,False,False,Two year,False,58.9,3857.1,DSL
7517-SAWMO,19,False,False,Month-to-month,True,73.2,1441.1,Fiber optic
4143-HHPMK,52,False,True,Month-to-month,True,85.35,4338.6,Fiber optic
3279-DYZQM,71,,,Two year,False,19.45,1378.45,No
7054-LGEQW,1,False,False,Month-to-month,False,45.95,45.95,DSL
0523-VNGTF,52,True,False,Month-to-month,True,50.5,2566.3,DSL
9575-IWCAZ,6,,,One year,False,25.1,171.0,No
7105-MXJLL,26,False,True,One year,False,60.7,1597.4,DSL
7064-FRRSW,48,True,True,One year,True,99.0,4744.35,Fiber optic
7940-UQQUG,64,True,True,One year,True,104.4,6721.6,Fiber optic
0923-PNFUB,3,True,False,Month-to-month,False,83.75,247.25,Fiber optic
3961-SXAXY,1,False,False,Month-to-month,True,44.05,44.05,DSL
7010-BRBUU,72,,,Two year,False,24.1,1734.65,No
3566-HJGPK,1,False,False,Month-to-month,True,45.55,45.55,DSL
3062-ICYZQ,51,False,True,Month-to-month,True,93.8,4539.35,Fiber optic
9938-PRCVK,41,,,Two year,False,19.7,804.25,No
0973-KYVNF,72,True,False,Two year,True,70.65,5011.15,DSL
5129-HHMZC,43,True,True,Two year,False,86.45,3574.5,DSL
9637-CDTKZ,72,True,True,Two year,True,114.1,8086.4,Fiber optic
3946-JEWRQ,47,True,True,One year,True,95.2,4563.0,Fiber optic
7873-CVMAW,72,True,True,Two year,False,88.55,6362.35,DSL
0463-WZZKO,3,,,Month-to-month,True,20.75,67.1,No
3494-JCHRQ,1,False,False,Month-to-month,True,70.05,70.05,Fiber optic
6474-FVJLC,2,False,True,Month-to-month,True,86.0,165.45,Fiber optic
4524-QCSSM,26,False,True,Month-to-month,True,44.65,1156.55,DSL
5832-EXGTT,29,False,True,Month-to-month,True,60.2,1834.15,DSL
8840-DQLGN,35,True,False,Month-to-month,True,100.5,3653.35,Fiber optic
2039-JONDJ,27,False,False,One year,False,55.45,1477.65,DSL
7217-JYHOQ,24,False,True,Month-to-month,True,70.3,1706.45,DSL
6695-FRVEC,67,False,False,Two year,True,60.4,3953.7,DSL
4547-LYTDD,16,False,False,Month-to-month,False,72.65,1194.3,Fiber optic
9894-QMIMJ,23,False,False,One year,False,55.8,1327.85,DSL
8069-YQQAJ,14,False,False,Month-to-month,True,31.1,419.7,DSL
6770-XUAGN,1,,,Month-to-month,True,21.0,21.0,No
4193-ORFCL,1,False,False,Month-to-month,False,45.1,45.1,DSL
1636-NTNCO,4,True,True,Month-to-month,True,50.95,207.35,DSL
3466-WAESX,16,False,True,Month-to-month,True,69.1,1083.7,DSL
9281-PKKZE,46,True,True,Month-to-month,True,43.95,2007.85,DSL
3638-VBZTA,68,True,True,Two year,True,86.5,5882.75,DSL
7459-IMVYU,38,False,False,Month-to-month,False,69.95,2657.55,DSL
7776-QWNFX,30,False,False,Month-to-month,True,50.4,1527.5,DSL
6689-TCZHQ,5,False,True,Month-to-month,False,78.95,378.4,Fiber optic
8563-OYMQY,17,False,True,Month-to-month,True,90.95,1612.2,Fiber optic
0754-EEBDC,4,,,Two year,False,19.9,76.65,No
5777-ZPQNC,12,,,One year,False,20.15,260.7,No
1951-IEYXM,72,True,True,Two year,True,90.6,6441.85,DSL
3318-NMQXL,3,True,True,Month-to-month,True,92.0,266.8,Fiber optic
3143-ILDAL,56,False,True,Month-to-month,True,94.45,5124.6,Fiber optic
1022-RKXDR,41,,,One year,True,24.85,962.25,No
2361-FJWNO,40,False,False,One year,False,36.0,1382.9,DSL
2272-UOINI,7,True,True,Month-to-month,True,78.5,571.05,DSL
8232-UTFOZ,69,,,Two year,False,19.95,1399.35,No
3750-YHRYO,7,,,One year,False,20.65,150.0,No
6637-KYRCV,5,False,False,Month-to-month,True,30.5,167.2,DSL
5668-MEISB,72,True,False,Two year,False,106.1,7657.4,Fiber optic
0129-QMPDR,44,,,One year,True,20.5,865.05,No
7188-CBBBA,65,True,False,One year,True,95.5,6153.85,Fiber optic
5356-CSVSQ,3,True,False,Month-to-month,False,64.6,174.2,DSL
3221-CJMSG,24,False,False,Month-to-month,True,51.1,1269.6,DSL
4720-VSTSI,44,False,False,Month-to-month,True,84.8,3862.55,Fiber optic
3219-JQRSL,72,True,True,Two year,False,89.1,6352.4,DSL
2801-NISEI,24,False,False,Month-to-month,False,54.95,1348.5,DSL
3946-MHCZW,1,False,False,Month-to-month,False,50.9,50.9,DSL
4623-ZKHLY,22,,,Month-to-month,True,20.45,471.55,No
6732-VAILE,70,True,True,Two year,True,85.95,5931.75,DSL
8201-AAXCB,25,True,False,Month-to-month,False,60.35,1404.65,DSL
7696-CFTAT,37,,,Two year,False,19.8,726.1,No
1845-CSBRZ,22,True,False,Month-to-month,False,85.35,1961.6,Fiber optic
2123-VSCOT,59,True,False,Two year,True,72.1,4194.85,DSL
6651-AZVTJ,49,True,True,Month-to-month,True,99.8,4872.45,Fiber optic
4566-GOLUK,47,True,True,Month-to-month,True,107.35,5118.95,Fiber optic
2484-DGXPZ,31,,,Month-to-month,True,19.55,658.95,No
2018-QKYGT,1,False,True,Month-to-month,True,81.05,81.05,Fiber optic
2792-VPPET,3,,,Month-to-month,True,20.5,76.95,No
7409-JURKQ,53,True,True,One year,True,111.8,5809.75,Fiber optic
3247-MHJKM,1,,,Month-to-month,False,20.2,20.2,No
1964-SVLEA,20,,,One year,True,19.7,415.9,No
4587-NUKOX,3,False,False,Month-to-month,True,79.1,246.5,Fiber optic
7297-DVYGA,51,,,One year,True,19.85,996.95,No
2239-CGBUZ,51,False,False,One year,True,60.5,3145.15,DSL
0854-UYHZD,13,,,Two year,False,19.55,265.3,No
7243-LCGGZ,1,,,Month-to-month,False,20.9,20.9,No
8267-KFGYD,1,,,Month-to-month,True,21.05,21.05,No
4890-VMUAV,63,False,False,One year,False,71.5,4576.3,DSL
9261-WDCAF,3,False,True,Month-to-month,False,54.65,189.1,DSL
3764-MNMOI,46,,,Two year,False,19.2,908.15,No
7442-YGZFK,1,False,False,Month-to-month,True,49.8,49.8,DSL
0420-BWTPW,8,False,False,Month-to-month,False,25.5,215.2,DSL
8229-BUJHX,71,,,Two year,False,20.5,1500.95,No
7449-HVPIV,55,True,False,Month-to-month,True,90.4,5099.15,Fiber optic
5504-WSIUR,70,False,False,One year,True,90.25,6385.95,Fiber optic
8183-ONMXC,2,False,True,Month-to-month,False,80.75,159.45,Fiber optic
8466-PZBLH,67,True,True,Two year,False,104.6,6885.75,Fiber optic
9614-RMGHA,65,True,False,Month-to-month,True,91.85,5940.85,Fiber optic
8735-IJJEG,14,False,False,Month-to-month,False,50.2,668.85,DSL
0564-MUUQK,20,False,True,Month-to-month,True,95.5,1916.2,Fiber optic
5054-IEXZT,1,False,False,Month-to-month,True,75.35,75.35,Fiber optic
5834-ASPWA,1,False,False,Month-to-month,True,75.45,75.45,Fiber optic
0701-RFGFI,49,True,True,Month-to-month,True,95.4,4613.95,Fiber optic
0019-EFAEP,72,True,False,Two year,True,101.3,7261.25,Fiber optic
5619-PTMIK,46,False,False,Month-to-month,False,53.1,2459.8,DSL
3737-XBQDD,24,False,False,Month-to-month,True,84.85,2048.8,Fiber optic
5882-CMAZQ,5,False,False,Month-to-month,False,34.25,163.55,DSL
5846-QFDFI,33,False,False,Month-to-month,False,88.6,2888.7,Fiber optic
4445-KWOKW,42,False,False,One year,True,60.15,2421.6,DSL
3511-APPBJ,23,True,True,One year,True,99.95,2292.75,Fiber optic
7967-HYCDE,8,False,False,Month-to-month,False,70.7,553.4,Fiber optic
2430-RRYUW,66,False,False,One year,True,54.8,3465.7,DSL
3948-XHGNA,24,False,False,Month-to-month,True,49.55,1210.4,DSL
3723-BFBGR,24,False,False,Month-to-month,False,54.8,1291.3,DSL
0565-IYCGT,69,False,True,One year,True,78.6,5356.45,DSL
5447-WZAFP,53,True,True,One year,True,100.3,5200.8,Fiber optic
5110-CHOPY,60,True,True,Two year,False,53.6,3237.05,DSL
5445-UTODQ,7,True,False,Month-to-month,True,81.1,576.65,Fiber optic
4425-OWHWB,20,,,One year,True,19.35,433.75,No
7892-QVYKW,23,False,True,Month-to-month,False,85.6,1868.4,Fiber optic
9675-ICXCT,72,True,True,Two year,True,80.8,5728.55,DSL
1024-VRZHF,11,False,False,Month-to-month,True,74.95,825.7,Fiber optic
4703-MQYKT,21,,,Two year,False,19.6,390.4,No
9497-QCMMS,1,True,True,Month-to-month,True,93.55,93.55,Fiber optic
5692-ICXLW,31,True,False,Month-to-month,True,90.7,2845.15,Fiber optic
0602-DDUML,57,True,False,Two year,False,69.75,3894.4,DSL
2208-MPXIO,45,,,Two year,True,20.0,886.4,No
1960-UYCNN,10,False,True,Month-to-month,True,95.25,1021.55,Fiber optic
0348-SDKOL,58,True,True,Month-to-month,True,102.1,5885.4,Fiber optic
3190-FZATL,14,,,Month-to-month,False,19.95,268.4,No
7336-RLLRH,27,True,True,One year,False,80.85,2204.35,DSL
4373-MAVJG,14,False,True,Month-to-month,True,90.9,1259.0,Fiber optic
8901-HJXTF,12,False,False,Month-to-month,False,29.2,309.1,DSL
7710-JSYOA,69,False,True,Two year,True,93.3,6398.05,Fiber optic
5419-KLXBN,25,True,False,Month-to-month,True,89.15,2257.75,Fiber optic
3424-NMNBO,58,True,True,One year,True,108.85,6287.25,Fiber optic
9885-MFVSU,35,True,False,Two year,True,46.35,1662.05,DSL
4514-GFCFI,16,True,False,Month-to-month,True,84.75,1350.15,Fiber optic
0607-MVMGC,45,True,True,One year,False,78.75,3600.65,DSL
3365-SAIGS,17,True,False,Month-to-month,True,83.55,1329.15,Fiber optic
9828-AOQLM,1,False,False,Month-to-month,True,45.7,45.7,DSL
8022-BECSI,22,,,One year,False,19.6,422.5,No
8000-REIQB,1,False,False,Month-to-month,True,69.95,69.95,Fiber optic
9993-LHIEB,67,False,True,Two year,False,67.85,4627.65,DSL
0266-CLZKZ,67,True,True,Two year,True,105.65,6717.9,Fiber optic
7615-ESMYF,2,True,True,Month-to-month,False,44.6,97.1,DSL
3858-VOBET,23,False,False,Month-to-month,True,74.95,1710.45,Fiber optic
7020-OZKXZ,9,False,False,Month-to-month,False,75.5,637.4,Fiber optic
3977-QCRSL,5,,,Month-to-month,False,20.15,117.95,No
0017-DINOC,54,True,False,Two year,False,45.2,2460.55,DSL
1447-PJGGA,57,True,True,Two year,True,95.25,5464.65,Fiber optic
8565-CLBZW,24,True,False,Month-to-month,True,89.85,2165.05,Fiber optic
9139-WQQDY,49,True,True,One year,False,100.45,4941.8,Fiber optic
0224-HJAPT,5,False,False,Month-to-month,False,47.15,223.15,DSL
8086-OVPWV,2,False,True,Month-to-month,True,80.2,181.1,Fiber optic
9430-FRQOC,4,False,False,Month-to-month,True,87.1,341.45,Fiber optic
7639-OPLNG,70,True,False,Two year,True,79.25,5731.85,DSL
3074-GQWYX,5,False,False,Month-to-month,True,75.9,357.75,Fiber optic
1492-QGCLU,53,True,True,Month-to-month,False,85.7,4616.1,DSL
6845-RGTYS,47,True,False,Month-to-month,True,98.75,4533.7,Fiber optic
7328-OWMOM,31,,,One year,False,20.1,589.25,No
4418-LZMSV,13,False,False,Month-to-month,False,61.8,750.1,DSL
5155-AZQPB,28,False,False,Month-to-month,False,49.9,1410.25,DSL
8861-HGGKB,10,False,True,Month-to-month,False,86.45,830.85,Fiber optic
1087-GRUYI,38,,,Two year,False,20.4,743.5,No
7065-YUNRY,1,False,False,Month-to-month,True,45.3,45.3,DSL
7694-VLBWQ,67,True,True,One year,False,104.1,7040.85,Fiber optic
2546-KZAAT,52,True,True,One year,True,75.4,3865.45,DSL
0181-RITDD,62,True,True,Two year,False,108.15,6825.65,Fiber optic
5989-PGKJB,16,False,True,Month-to-month,True,86.25,1340.1,Fiber optic
4795-KTRTH,5,False,False,Month-to-month,True,81.0,371.65,Fiber optic
8272-ONJLV,12,True,True,One year,False,95.7,1184.0,Fiber optic
1488-PBLJN,72,True,True,Two year,True,116.85,8477.7,Fiber optic
0308-GIQJT,71,True,True,One year,False,105.75,7382.85,Fiber optic
3778-FOAQW,24,,,One year,False,20.15,456.85,No
4452-ROHMO,15,,,Two year,False,19.6,331.6,No
6481-OGDOO,67,False,True,One year,True,90.6,6056.15,Fiber optic
3090-LETTY,2,False,False,Month-to-month,False,60.95,134.6,DSL
5349-AZPEW,5,False,False,Month-to-month,False,25.05,125.5,DSL
3753-TSEMP,15,True,True,Month-to-month,False,88.15,1390.6,Fiber optic
8305-VHZBZ,1,,,Month-to-month,True,20.2,20.2,No
9720-JJJOR,41,False,False,One year,True,60.3,2511.3,DSL
8100-HZZLJ,43,False,True,Month-to-month,True,63.95,2737.05,DSL
8775-ERLNB,1,False,False,Month-to-month,False,74.3,74.3,Fiber optic
8309-IEYJD,1,False,False,Month-to-month,True,70.6,70.6,Fiber optic
9172-JITSM,26,True,True,Month-to-month,True,90.8,2361.8,Fiber optic
6298-QDFNH,22,False,False,Month-to-month,True,79.35,1730.35,Fiber optic
7398-HPYZQ,71,True,True,Two year,False,90.55,6404.0,DSL
3546-GHEAE,7,,,Two year,False,19.45,165.35,No
7361-YPXFS,28,False,False,Month-to-month,False,64.45,1867.6,DSL
6557-BZXLQ,16,False,False,Month-to-month,False,69.65,1043.3,Fiber optic
2550-QHZGP,7,,,One year,False,19.5,128.6,No
7519-JTWQH,69,True,True,Two year,True,110.5,7455.45,Fiber optic
2538-OIMXF,1,False,False,Month-to-month,False,24.7,24.7,DSL
8543-MSDMF,3,True,True,Month-to-month,True,77.4,206.15,DSL
9961-JBNMK,21,True,True,Month-to-month,True,96.8,2030.3,Fiber optic
1170-SASML,69,False,False,Month-to-month,True,85.4,5869.4,Fiber optic
4872-JCVCA,71,False,False,Two year,True,47.6,3377.8,DSL
5346-BZCHP,69,,,Two year,False,19.4,1346.2,No
2038-LLMLM,48,True,True,Month-to-month,True,103.85,4946.05,Fiber optic
6173-ITPWD,47,False,False,Month-to-month,True,83.35,4065.0,Fiber optic
9734-UYXQI,2,False,False,Month-to-month,True,49.4,106.55,DSL
1216-BGTSP,45,True,True,Month-to-month,True,108.45,4964.7,Fiber optic
4138-NAXED,51,False,False,Month-to-month,False,81.0,4085.75,Fiber optic
2189-UXTKY,22,True,True,Month-to-month,True,79.2,1742.75,DSL
0744-BIKKF,72,True,True,Two year,False,86.65,6224.8,DSL
7483-IQWIB,37,True,False,Month-to-month,True,92.95,3415.25,Fiber optic
5248-KWLAR,71,True,True,Two year,False,90.35,6325.25,DSL
4958-GZWIY,7,False,False,Month-to-month,False,48.7,340.25,DSL
7996-MHXLW,66,,,Two year,True,25.15,1683.6,No
7833-PKIHD,51,True,True,One year,True,76.4,3966.3,DSL
7061-OVMIM,30,,,One year,False,19.55,608.5,No
5153-RTHKF,34,True,False,Month-to-month,False,85.35,2896.6,Fiber optic
1852-QSWCD,64,,,Two year,True,24.8,1514.85,No
4832-VRBMR,65,True,True,One year,True,103.15,6792.45,Fiber optic
9079-LWTFD,47,True,False,Month-to-month,False,100.75,4669.2,Fiber optic
6356-ELRKD,1,True,True,Month-to-month,True,95.6,95.6,Fiber optic
8624-GIOUT,49,False,False,Month-to-month,True,59.75,2934.3,DSL
3392-EHMNK,67,True,False,Two year,False,94.1,6302.8,Fiber optic
5986-WWXDV,39,,,One year,False,19.35,779.2,No
3061-BCKYI,14,,,Month-to-month,False,19.9,283.75,No
6179-GJPSO,43,True,True,Month-to-month,True,108.15,4600.7,Fiber optic
7901-TBKJX,56,True,True,Month-to-month,True,101.05,5594.0,Fiber optic
7228-PAQPD,14,False,True,One year,False,59.1,772.85,DSL
3177-LASXD,1,False,False,Month-to-month,False,71.35,71.35,Fiber optic
7746-QYVCO,16,False,False,One year,True,55.85,857.8,DSL
5804-HYIEZ,70,True,True,Month-to-month,True,106.05,7554.05,Fiber optic
9919-FZDED,72,True,True,Two year,True,84.1,5981.65,DSL
5934-TSSAU,23,False,False,Month-to-month,True,75.3,1702.9,Fiber optic
3486-KHMLI,21,,,Month-to-month,False,24.7,467.15,No
4897-QSUYC,1,,,Month-to-month,True,20.15,20.15,No
1084-UQCHV,1,False,False,Month-to-month,False,69.75,69.75,Fiber optic
8290-YWKHZ,32,True,True,Month-to-month,True,93.2,2931.0,Fiber optic
2955-BJZHG,17,True,False,Month-to-month,False,80.85,1400.85,Fiber optic
3806-DXQOM,4,False,False,Month-to-month,True,33.65,137.85,DSL
6784-XYJAE,36,False,False,One year,False,55.8,1941.5,DSL
3933-DQPWX,50,False,False,Two year,False,39.7,1932.75,DSL
6661-EIPZC,48,False,False,Month-to-month,True,29.5,1423.05,DSL
8957-THMOA,50,,,Two year,False,20.15,970.85,No
2251-PYLPB,72,False,True,Two year,False,79.55,5810.9,DSL
5555-RNPGT,10,,,Month-to-month,False,24.8,223.9,No
1057-FOGLZ,18,,,Month-to-month,False,19.65,391.7,No
9300-RENDD,1,True,False,Month-to-month,True,79.95,79.95,Fiber optic
0761-AETCS,1,,,Month-to-month,False,19.3,19.3,No
8087-LGYHQ,9,True,True,Month-to-month,True,94.05,811.65,Fiber optic
4137-BTIKL,2,False,True,Month-to-month,False,90.75,174.75,Fiber optic
2190-BCXEC,40,False,False,Month-to-month,True,78.85,3126.85,Fiber optic
6227-FBDXH,69,True,True,One year,False,99.5,6841.45,Fiber optic
2153-MREFK,37,False,True,One year,True,99.2,3754.6,Fiber optic
2911-WDXMV,18,False,False,Month-to-month,True,80.55,1406.65,Fiber optic
7206-PQBBZ,11,False,False,Month-to-month,True,70.2,834.7,Fiber optic
3106-ULWFW,8,False,True,Month-to-month,True,85.2,627.4,Fiber optic
0925-VYDLG,3,False,False,Month-to-month,False,75.25,242.0,Fiber optic
4547-FZJWE,55,False,True,One year,False,59.45,3157.0,DSL
7422-WNBTY,33,False,True,Month-to-month,True,93.35,3092.0,Fiber optic
0842-IWYCP,46,False,False,Month-to-month,False,44.95,2168.9,DSL
3521-HTQTV,34,,,Two year,False,26.1,980.35,No
3744-ZBHON,3,,,Month-to-month,False,20.2,65.95,No
3373-DIUUN,30,,,Two year,False,21.25,711.9,No
8383-SGHJU,33,False,False,One year,False,59.4,1952.8,DSL
7607-QKKTJ,45,False,True,One year,True,95.0,4368.85,Fiber optic
7707-PYBBH,40,False,False,Month-to-month,True,61.9,2647.1,DSL
8984-HPEMB,71,True,True,Two year,True,118.65,8477.6,Fiber optic
4349-GFQHK,1,False,False,Month-to-month,False,54.35,54.35,DSL
4139-DETXS,72,True,True,Two year,False,64.45,4528.0,DSL
9779-DPNEJ,22,False,True,Month-to-month,True,80.15,1790.65,Fiber optic
9805-FILKB,46,,,One year,True,20.2,845.6,No
5793-YOLJN,55,,,Two year,False,21.0,1210.3,No
0673-IGUQO,1,,,Month-to-month,False,20.45,20.45,No
4123-FCVCB,12,True,True,One year,True,75.85,854.45,DSL
8819-IMISP,31,False,False,Month-to-month,True,80.45,2429.1,Fiber optic
7802-EFKNY,5,False,False,Month-to-month,True,24.95,100.4,DSL
8311-UEUAB,67,True,True,Two year,True,75.5,5229.45,DSL
5858-EAFCZ,1,False,False,Month-to-month,False,44.45,44.45,DSL
8035-BUYVG,40,False,False,One year,True,42.35,1716.45,DSL
1163-ONYEY,41,True,False,Month-to-month,True,74.55,3023.55,DSL
9787-XVQIU,1,False,False,Month-to-month,True,75.3,75.3,Fiber optic
8945-MUQUF,51,True,False,One year,True,94.8,4837.6,Fiber optic
5656-MJEFC,42,True,False,Two year,False,48.15,2032.3,DSL
6082-OQFBA,23,,,One year,False,19.65,436.9,No
8051-HJRLT,1,False,False,Month-to-month,True,70.55,70.55,Fiber optic
8974-OVACP,1,,,Month-to-month,False,20.15,20.15,No
4010-YLMVT,56,True,True,Month-to-month,True,106.6,5893.95,Fiber optic
1379-FRVEB,15,True,False,Month-to-month,True,91.0,1430.05,Fiber optic
8612-GXIDD,12,,,Two year,True,25.4,313.0,No
6288-CHQJB,54,False,True,Two year,False,69.95,3871.85,DSL
8160-HOWOX,7,True,True,Month-to-month,True,66.85,458.1,DSL
3023-GFLBR,33,False,True,Month-to-month,False,86.15,2745.7,Fiber optic
6648-INWPS,16,,,Month-to-month,False,20.15,341.35,No
4223-BKEOR,21,False,True,One year,False,64.85,1336.8,DSL
4079-VTGLK,30,True,True,Two year,False,74.85,2181.75,DSL
1763-WQFUK,3,False,False,Month-to-month,True,50.5,147.75,DSL
1391-UBDAR,11,False,False,Month-to-month,False,72.9,818.45,Fiber optic
8894-JVDCV,62,True,True,One year,True,115.05,7133.45,Fiber optic
2023-VQFDL,18,,,Month-to-month,False,19.0,348.8,No
1345-GKDZZ,6,,,Month-to-month,False,19.55,128.6,No
2014-MKGMH,46,True,True,One year,True,101.1,4674.4,Fiber optic
5628-FCGYG,21,False,True,Month-to-month,True,84.1,1737.45,Fiber optic
2560-WBWXF,68,,,Two year,True,24.15,1498.85,No
0248-IPDFW,1,False,False,Month-to-month,True,50.1,50.1,DSL
7978-DKUQH,25,False,False,Month-to-month,True,74.6,1797.75,Fiber optic
4335-UPJSI,24,,,Two year,False,19.75,498.1,No
0524-IAVZO,30,False,True,Month-to-month,True,85.0,2624.25,Fiber optic
2737-YNGYW,2,False,True,Month-to-month,False,80.55,184.1,Fiber optic
1784-EZDKJ,51,True,True,One year,True,106.8,5498.8,Fiber optic
9297-FVVDH,57,True,True,Two year,True,84.5,4845.4,DSL
8007-YYPWD,15,,,Two year,False,25.05,369.1,No
7101-HRBLJ,72,True,True,Two year,True,83.7,6096.9,DSL
5159-YFPKQ,2,False,False,Month-to-month,True,75.8,160.75,Fiber optic
6635-CPNUN,28,True,False,Month-to-month,False,96.6,2684.35,Fiber optic
4021-RQSNY,29,True,True,Month-to-month,True,98.5,3004.15,Fiber optic
5453-YBTWV,70,True,False,Two year,True,101.1,6994.8,Fiber optic
5039-LZRQT,13,,,One year,False,20.2,273.25,No
2931-VUVJN,59,False,False,One year,True,94.05,5483.9,Fiber optic
9061-TIHDA,13,True,True,Month-to-month,True,95.25,1233.65,Fiber optic
8699-ASUFO,7,False,False,Month-to-month,True,74.4,527.9,Fiber optic
6418-PIQSP,62,True,True,Two year,False,81.0,4985.9,DSL
8220-OCUFY,21,False,False,One year,True,60.25,1258.35,DSL
3995-WFCSM,2,False,True,Month-to-month,False,60.85,111.4,DSL
1895-QTKDO,1,False,False,Month-to-month,False,43.95,43.95,DSL
2038-OEQZH,4,False,True,Month-to-month,False,86.05,308.1,Fiber optic
1178-PZGAB,19,,,One year,False,20.25,383.65,No
7927-AUXBZ,30,True,False,Month-to-month,False,85.15,2555.9,Fiber optic
2626-VEEWG,67,,,Two year,True,19.4,1284.2,No
2878-RMWXY,72,False,True,Two year,True,102.65,7550.3,Fiber optic
1657-DYMBM,53,,,Two year,False,19.9,1110.05,No
7311-MQJCH,5,,,One year,False,19.55,99.6,No
7375-WMVMT,71,False,True,Two year,True,95.5,6707.15,Fiber optic
1136-XGEQU,50,True,True,One year,True,84.15,4164.4,DSL
2530-FMFXO,56,True,True,Two year,True,103.2,5873.75,Fiber optic
6844-DZKRF,2,False,False,Month-to-month,True,50.2,109.25,DSL
4695-WJZUE,2,False,True,Month-to-month,True,88.55,179.25,Fiber optic
7619-ODSGN,24,False,False,Month-to-month,False,54.75,1338.15,DSL
5970-GHJAW,46,,,Two year,False,19.95,862.4,No
8879-XUAHX,71,True,True,Two year,True,116.25,8564.75,Fiber optic
3689-MOZGR,29,False,False,Month-to-month,True,31.2,926.2,DSL
4195-PNGZS,69,,,Two year,False,24.45,1718.2,No
5003-XZWWO,71,True,True,Two year,False,84.2,5956.85,DSL
3988-RQIXO,1,True,True,Month-to-month,True,91.3,91.3,Fiber optic
7622-FWGEW,56,True,True,Two year,True,85.65,4824.45,DSL
6922-NCEDI,56,,,One year,True,21.2,1238.65,No
2514-GINMM,1,True,False,Month-to-month,True,79.5,79.5,Fiber optic
9891-NQDBD,28,,,One year,False,25.55,672.2,No
6131-IUNXN,19,,,Month-to-month,False,20.2,382.2,No
8548-AWOFC,66,False,True,Month-to-month,False,63.85,4264.6,DSL
9798-DRYDS,17,False,False,One year,True,61.95,1070.7,DSL
8532-UEFWH,52,,,Two year,False,25.75,1345.85,No
6296-DDOOR,19,True,False,One year,False,58.2,1045.25,DSL
7951-VRDVK,36,True,True,One year,False,85.85,3003.55,DSL
5931-FLJJF,7,False,False,Month-to-month,True,70.1,467.55,Fiber optic
4815-YOSUK,72,False,True,One year,True,104.9,7537.5,Fiber optic
2659-VXMWZ,67,True,True,One year,True,111.3,7482.1,Fiber optic
0380-NEAVX,34,True,True,One year,True,99.85,3343.15,Fiber optic
3207-OYBWH,57,False,True,Month-to-month,True,95.25,5427.05,Fiber optic
4285-GYRQC,7,True,False,Month-to-month,True,86.25,587.1,Fiber optic
7216-EWTRS,1,True,True,Month-to-month,True,100.8,100.8,Fiber optic
4365-MSDYN,8,,,Month-to-month,True,19.55,161.15,No
7036-TYDEC,69,True,True,Two year,False,104.0,7028.5,Fiber optic
5802-ADBRC,50,True,True,One year,True,104.4,5232.9,Fiber optic
8076-FEZKJ,10,,,One year,False,19.5,225.85,No
5197-YPYBZ,12,,,Two year,False,25.25,274.7,No
8337-MSSXB,14,False,True,Month-to-month,True,86.3,1180.95,Fiber optic
4312-GVYNH,70,False,True,Two year,True,49.85,3370.2,DSL
8495-LJDFO,64,True,True,Month-to-month,True,108.95,7111.3,Fiber optic
0839-JTCUD,66,True,True,Two year,False,89.9,5958.85,DSL
5494-WOZRZ,71,True,True,Two year,True,82.0,5999.85,DSL
1302-UHBDD,20,True,True,Month-to-month,False,89.95,1648.45,Fiber optic
2234-EOFPT,72,True,True,Two year,True,79.35,5753.25,DSL
8619-IJNDK,71,False,False,Two year,False,64.05,4492.9,DSL
8378-LKJAF,38,True,True,Month-to-month,True,101.15,3956.7,Fiber optic
8182-BJDSI,28,False,True,Month-to-month,True,89.95,2625.55,Fiber optic
2528-HFYZX,17,False,False,Month-to-month,True,76.45,1233.4,Fiber optic
1153-GNOLC,33,True,False,One year,True,39.1,1309.0,DSL
3298-QEICA,23,False,False,Two year,False,34.6,813.45,DSL
0788-DXBFY,58,,,One year,True,19.55,1108.8,No
3597-YASZG,70,True,True,Two year,True,104.45,7349.35,Fiber optic
3496-LFSZU,4,False,False,Month-to-month,False,70.5,294.2,Fiber optic
5242-UOWHD,45,,,Two year,False,20.35,929.2,No
2482-CZGBB,10,False,False,Month-to-month,True,70.0,740.0,Fiber optic
6479-SZPLM,36,,,Two year,False,19.45,754.5,No
8097-VBQTZ,54,True,False,Month-to-month,True,69.9,3883.3,DSL
4500-HKANN,23,False,False,Two year,False,59.7,1414.2,DSL
9917-KWRBE,41,True,False,One year,True,78.35,3211.2,DSL
3420-ZDBMA,5,False,False,Month-to-month,True,71.45,371.6,Fiber optic
2212-LYASK,27,False,True,One year,True,45.85,1246.4,DSL
1393-IMKZG,1,True,True,Month-to-month,True,95.85,95.85,Fiber optic
8069-RHUXK,67,False,False,Two year,False,35.7,2545.7,DSL
3398-GCPMU,72,True,True,Two year,True,89.55,6448.85,DSL
2908-WGAXL,56,,,Two year,True,24.95,1468.9,No
3378-AJRAO,44,,,One year,False,24.85,1013.6,No
1013-QCWAM,66,True,True,Month-to-month,True,100.8,6690.75,Fiber optic
0866-QLSIR,34,False,False,One year,True,64.4,2088.75,DSL
6050-FFXES,69,True,True,Two year,False,105.35,7240.65,Fiber optic
